Sentence ID,Sentence,Sentiment,Sentiment Label,Arousal,Dominance,Found Words,Word List
24,"I had seen them before: my own skull, with the bright, pear-shaped tumor standing out against the darker background of brain and bone.",5.07125,neutral,4.26,5.35125,8 out of 9,"['see', 'skull', 'bright', 'tumor', 'stand', 'background', 'brain', 'bone']"
25,A clock on the wall said 10 minutes to 8 o'clock.,5.53,neutral,3.61,5.1274999999999995,4 out of 4,"['clock', 'wall', 'say', 'minute']"
26,A hand grabbed my chin.,5.470000000000001,neutral,4.1066666666666665,5.546666666666667,3 out of 3,"['hand', 'grab', 'chin']"
27,"""This is just oxygen,"" a voice said as a hard rubber mask came down on my face.",5.64875,neutral,4.08,5.76625,8 out of 8,"['oxygen', 'voice', 'say', 'hard', 'rubber', 'mask', 'come', 'face']"
28,"I remember being surprised at how hard and narrow it was, not at all like the wide, pliable oxygen masks we wore in the cockpits of B-24s in World War II.",5.658333333333333,neutral,4.45,5.385,12 out of 14,"['remember', 'surprise', 'hard', 'narrow', 'neg-like', 'wide', 'oxygen', 'mask', 'wear', 'cockpit', 'world', 'war']"
29,I couldn't see how this rigid mask could work without leaking.,4.72,neutral,4.346,5.324,5 out of 8,"['see', 'rigid', 'mask', 'work', 'leak']"
30,"""You'll feel sleepy in a minute,"" the voice said.",5.708,neutral,3.706,5.466,5 out of 5,"['feel', 'sleepy', 'minute', 'voice', 'say']"
31,But I didn't feel sleepy.,5.3149999999999995,neutral,3.545,5.029999999999999,2 out of 2,"['feel', 'sleepy']"
32,Crews on edge.,5.13,neutral,4.015000000000001,4.654999999999999,2 out of 2,"['crew', 'edge']"
33,"It was December 29, 1944.",N/A,N/A,N/A,N/A,0,
34,"Cold, dreary, foggy England.",4.173333333333334,neutral,3.59,4.553333333333334,3 out of 4,"['cold', 'dreary', 'foggy']"
35,"Rackheath Air Base was on the edge of Norwich, in East Anglia, the round bulge on the map facing Europe a hundred miles north of London.",5.631818181818182,neutral,3.442727272727273,5.317272727272727,11 out of 16,"['air', 'base', 'edge', 'east', 'round', 'bulge', 'map', 'face', 'hundred', 'mile', 'north']"
36,Even we young pilots knew something was wrong.,5.5925,neutral,4.555,5.2325,4 out of 6,"['young', 'pilot', 'know', 'wrong']"
37,"We didn't get very much direct news about the battles across the channel in Europe, but there was a different sense of urgency these days in flight orders coming down daily to the 467th Bomb Group from division headquarters.",5.324705882352942,neutral,4.158823529411765,5.45235294117647,17 out of 20,"['get', 'direct', 'news', 'battle', 'channel', 'different', 'sense', 'urgency', 'day', 'flight', 'order', 'come', 'daily', 'bomb', 'group', 'division', 'headquarter']"
38,The Germans had suddenly counter-attacked.,N/A,N/A,N/A,N/A,0,
39,"The Battle of the Bulge was under way, with General Rommel's armored forces threatening not only to smash through to the Belgian coast and cut the allied forces in half, but to cut off their supply ports as well.",4.708,neutral,4.565333333333333,5.118,15 out of 19,"['battle', 'bulge', 'way', 'general', 'armor', 'force', 'threaten', 'neg-smash', 'coast', 'cut', 'ally', 'force', 'cut', 'supply', 'port']"
40,What it meant for us air crews was that suddenly we were flying missions under weather conditions that would normally have kept us on the ground.,5.522,neutral,4.089,5.219,10 out of 14,"['mean', 'air', 'crew', 'fly', 'mission', 'weather', 'condition', 'would', 'keep', 'grind']"
41,The effort to bomb the German supply lines became more important than the usual safety rules.,5.458888888888889,neutral,3.9066666666666667,5.46,9 out of 10,"['effort', 'bomb', 'supply', 'line', 'become', 'important', 'usual', 'safety', 'rule']"
42,"Getting a loaded B-24 into the air was a nerve-wracking experience any day, but a nightmare in bad weather.",5.195,neutral,4.2125,5.215,8 out of 8,"['get', 'load', 'air', 'experience', 'day', 'nightmare', 'bad', 'weather']"
43,"A red manufacturer's placard in the cockpit warned that the plane should never be flown at a weight greater than 44,000 pounds, or 22 tons.",5.045555555555556,neutral,4.427777777777778,5.391111111111111,9 out of 12,"['red', 'manufacturer', 'cockpit', 'warn', 'plane', 'fly', 'weight', 'pound', 'ton']"
44,"With 2,700 gallons of high-octane fuel and 6,000 pounds of bombs, we flew every day with 33 tons.",4.897142857142857,neutral,4.2,5.247142857142857,7 out of 8,"['gallon', 'fuel', 'pound', 'bomb', 'fly', 'day', 'ton']"
45,"I always felt that getting this ""flying boxcar"" off the ground was 95 percent of the mission.",5.818333333333333,neutral,4.161666666666667,5.141666666666667,6 out of 8,"['get', 'fly', 'boxcar', 'grind', 'percent', 'mission']"
46,"We were to learn later that, in our group, six crews died from the weather or other kinds of accidents for every one that fell to enemy action.",5.060909090909091,neutral,4.38,4.951818181818182,11 out of 14,"['learn', 'group', 'six', 'crew', 'die', 'weather', 'kind', 'accident', 'one', 'enemy', 'action']"
47,An extremely dense fog seeped into everything on December 29.,5.225,neutral,3.63,4.5649999999999995,2 out of 6,"['dense', 'fog']"
48,Buildings 50 feet apart were invisible.,5.336666666666667,neutral,3.3666666666666667,5.58,3 out of 4,"['build', 'foot', 'invisible']"
49,"Yet the combat routine went on - the posting of crew names the night before, the 4 AM wake-up, the 5 AM breakfast before going to the briefing room.",5.696363636363636,neutral,4.004545454545455,5.503636363636364,11 out of 12,"['combat', 'routine', 'go', 'post', 'crew', 'name', 'night', 'breakfast', 'go', 'brief', 'room']"
50,Our crew of 10 was on the list.,5.859999999999999,neutral,2.965,5.305,2 out of 2,"['crew', 'list']"
51,"All of us officers went to command briefing session, resentful of being up so early for nothing.",4.92,neutral,4.173333333333334,5.278333333333333,6 out of 9,"['officer', 'go', 'command', 'brief', 'session', 'resentful']"
52,It had happened before.,5.5,neutral,3.43,5.53,1 out of 1,['happen']
53,It was obvious we could not fly a B-24 in this fog when we could hardly see each other as we walked to the briefing hut.,5.8999999999999995,neutral,3.67,5.531428571428571,7 out of 10,"['obvious', 'neg-fly', 'fog', 'see', 'walk', 'brief', 'hut']"
54,Yet the drill went on.,5.525,neutral,4.985,5.405,2 out of 3,"['drill', 'go']"
55,There was the repetitively melodramatic pulling away of a huge drape to show a map of Europe with our bombing route laid out in red tape.,5.260909090909091,neutral,4.284545454545454,5.223636363636364,11 out of 14,"['melodramatic', 'pull', 'huge', 'drape', 'show', 'map', 'bomb', 'route', 'lay', 'red', 'tape']"
56,Our target was a railroad marshaling yard behind the lines.,5.212,neutral,4.0600000000000005,5.646,5 out of 6,"['target', 'railroad', 'marshal', 'yard', 'line']"
57,"We took navigation details, synchronized our watches, and went back out into the white darkness.",5.556666666666667,neutral,3.8466666666666667,5.804444444444444,9 out of 9,"['take', 'navigation', 'detail', 'synchronize', 'watch', 'go', 'back', 'white', 'darkness']"
58,Risky takeoff.,4.675,neutral,4.84,4.765000000000001,2 out of 2,"['risky', 'takeoff']"
59,"We could hardly believe that we were still going ahead, when we got off the truck at our plane and realized that we couldn't even see the end of the wing tip from the cockpit.",6.0209090909090905,positive,4.080909090909091,5.758181818181818,11 out of 17,"['believe', 'go', 'get', 'truck', 'plane', 'realize', 'see', 'end', 'wing', 'tip', 'cockpit']"
60,"We knew the total wingspread was 110 feet, so one side of the wing was 55 feet.",5.58,neutral,3.3085714285714287,6.07,7 out of 8,"['know', 'total', 'foot', 'one', 'side', 'wing', 'foot']"
61,"I was co-pilot; Russell ""Scotty"" Scott was the pilot.",6.0,neutral,5.6,6.16,1 out of 4,['pilot']
62,We looked at each other.,5.95,neutral,3.76,5.88,1 out of 1,['look']
63,We both knew what that meant.,4.625,neutral,4.025,4.975,2 out of 2,"['know', 'mean']"
64,We had to reach 120 miles an hour to take off.,5.1075,neutral,3.67,5.5325,4 out of 4,"['reach', 'mile', 'hour', 'take']"
65,Every flight school instructor had drilled us to remember that 60 miles an hour equals 88 feet per second.,5.511,neutral,3.865,5.835,10 out of 13,"['flight', 'school', 'instructor', 'drill', 'remember', 'mile', 'hour', 'equal', 'foot', 'second']"
66,So we'd have to be going 176 feet per second to get this 30-odd tons of bombs and gasoline into the air.,5.14125,neutral,3.9825,4.98375,8 out of 9,"['go', 'foot', 'second', 'get', 'ton', 'bomb', 'gasoline', 'air']"
67,"If anything went wrong on takeoff when we could only see 40 feet ahead in the milky soup, we'd have less than a quarter of a second to react.",5.405,neutral,4.134,5.532,10 out of 14,"['go', 'wrong', 'takeoff', 'see', 'foot', 'milky', 'soup', 'quarter', 'second', 'react']"
68,"But we went ahead with the preflight checks, plugging in our electrically heating flying suits, checking the oxygen masks, running up each of the four engines in turn to make sure we could rely on it.",5.856875,neutral,3.98625,5.493125,16 out of 20,"['go', 'check', 'plug', 'heat', 'fly', 'suit', 'check', 'oxygen', 'mask', 'run', 'four', 'engine', 'turn', 'make', 'sure', 'rely']"
69,"We were due to be the third ship to taxi out, one of three ""lead"" planes on which all the others would gather to make the giant box formations supposed to keep German fighters at bay.",5.669444444444444,neutral,3.7155555555555555,5.498888888888889,18 out of 20,"['due', 'third', 'ship', 'taxi', 'one', 'three', 'lead', 'plan', 'would', 'gather', 'make', 'giant', 'box', 'formation', 'suppose', 'keep', 'fighter', 'bay']"
70,"Our jobs were to go off first, then circle high in the sky while the others moved into formation behind us.",6.08375,positive,4.02125,5.3775,8 out of 11,"['job', 'go', 'first', 'circle', 'high', 'sky', 'move', 'formation']"
71,"The first and second lead planes moved slowly past, and we very carefully pulled as close as we could behind the second plane.",5.607,neutral,4.144,5.589,10 out of 14,"['first', 'second', 'lead', 'plan', 'move', 'past', 'pull', 'close', 'second', 'plane']"
72,"We could barely see the ground from the cockpit window, and we realized that if we lost sight of those two round stabilizers in the tail of that B-24 ahead of us, we could easily stray off the concrete taxiway and get our wheels mired in the frozen mud alongside us.",5.478888888888889,neutral,3.6505555555555556,5.398888888888889,18 out of 27,"['see', 'grind', 'cockpit', 'window', 'realize', 'lose', 'sight', 'two', 'round', 'stabilizer', 'tail', 'stray', 'concrete', 'get', 'wheel', 'mire', 'freeze', 'mud']"
73,"The B-24 has a tricycle landing gear, with a nose wheel far up to the front.",5.868,neutral,3.388,5.7620000000000005,5 out of 7,"['tricycle', 'land', 'gear', 'nose', 'wheel']"
74,"When the brakes are applied in taxiing, the front end dips down like the head of an elephant nodding in a parade.",5.589,neutral,3.895,5.396,10 out of 11,"['brake', 'apply', 'taxi', 'end', 'dip', 'like', 'head', 'elephant', 'nod', 'parade']"
75,So the plane ahead seemed to us to be going up and down as we cautiously braked as close as we could get.,5.618333333333333,neutral,4.051666666666667,5.365,6 out of 10,"['plane', 'seem', 'go', 'brake', 'close', 'get']"
76,"We still expected to hear a voice on the radio: ""Abort, abort"".",5.221666666666667,neutral,4.528333333333333,5.141666666666667,6 out of 7,"['expect', 'hear', 'voice', 'radio', 'abort', 'abort']"
77,This was impossible flying weather.,5.203333333333333,neutral,4.543333333333333,4.383333333333334,3 out of 3,"['impossible', 'fly', 'weather']"
78,But no voice came.,3.9299999999999997,negative,6.59,3.92,2 out of 2,"['neg-voice', 'neg-come']"
79,"The deadly still fog meant there was no wind at all, no air movement to increase our airspeed at takeoff.",5.045555555555556,neutral,4.181111111111111,4.952222222222222,9 out of 10,"['deadly', 'fog', 'mean', 'neg-wind', 'neg-air', 'neg-movement', 'increase', 'airspeed', 'takeoff']"
80,Then it was gone.,6.32,positive,4.86,5.33,1 out of 1,['go']
81,The ship ahead stopped.,5.4350000000000005,neutral,4.04,5.449999999999999,2 out of 3,"['ship', 'stop']"
82,"Half a minute later it turned, trembling, and all we could see was a wing as the pilot gunned the engines to full power.",5.366,neutral,4.69,5.48,10 out of 13,"['minute', 'turn', 'tremble', 'see', 'wing', 'pilot', 'gun', 'engine', 'full', 'power']"
83,Then it was gone.,6.32,positive,4.86,5.33,1 out of 1,['go']
84,The only way we could line up on the runway was by looking down from the cockpit windows at the rows of white stripes we knew marked each end of the runway.,5.504166666666666,neutral,3.8275,5.354166666666667,12 out of 14,"['way', 'line', 'runway', 'look', 'cockpit', 'window', 'row', 'white', 'strip', 'know', 'end', 'runway']"
85,We could see nothing else.,6.27,positive,3.9,6.0,1 out of 4,['see']
86,Scotty and I looked at each other.,5.95,neutral,3.76,5.88,1 out of 2,['look']
87,"Scotty ran up full power, brakes full on, until it felt that the ship would vibrate open.",5.862222222222222,neutral,4.347777777777778,5.8566666666666665,9 out of 11,"['run', 'full', 'power', 'brake', 'full', 'ship', 'would', 'vibrate', 'open']"
88,Then he released the brakes.,5.77,neutral,4.185,6.02,2 out of 2,"['release', 'brake']"
89,We seemed to lumber down the runway.,5.28,neutral,3.63,5.1433333333333335,3 out of 3,"['seem', 'lumber', 'runway']"
90,Hours seemed to go by.,5.6066666666666665,neutral,3.8266666666666667,5.37,3 out of 3,"['hour', 'seem', 'go']"
91,"The airspeed indicator inched upward, when it should have been sweeping up like the second hand on a watch.",5.657777777777778,neutral,3.781111111111111,5.562222222222222,9 out of 9,"['airspeed', 'indicator', 'inch', 'upward', 'sweep', 'like', 'second', 'hand', 'watch']"
92,"I kept staring down at the runway from my cockpit window, then I glanced at the airspeed indicator - a slow 92 miles an hour - but when I looked back out the window I saw white stripes flashing by.",5.456666666666667,neutral,3.8194444444444446,5.434444444444445,18 out of 18,"['keep', 'star', 'runway', 'cockpit', 'window', 'glance', 'airspeed', 'indicator', 'slow', 'mile', 'hour', 'look', 'back', 'window', 'saw', 'white', 'strip', 'flash']"
93,The other end of the runway.,4.735,neutral,4.140000000000001,4.675000000000001,2 out of 2,"['end', 'runway']"
94,"We were not going fast enough to take off, but we were at the end of the runway.",5.1525,neutral,4.415,4.8775,4 out of 6,"['neg-go', 'take', 'end', 'runway']"
95,I took the wheel in my hands and pulled back.,5.394,neutral,3.8379999999999996,5.618,5 out of 5,"['take', 'wheel', 'hand', 'pull', 'back']"
96,"A co-pilot was not supposed to do that, with the pilot concentrating on the instruments in front of him to keep the plane on course and steady.",6.16,positive,4.18,5.927142857142857,7 out of 9,"['neg-suppose', 'pilot', 'concentrate', 'instrument', 'keep', 'plane', 'steady']"
97,"But there was not time to talk to Scotty, only a split-second to grab the wheel.",5.895,neutral,3.8225,5.5600000000000005,4 out of 5,"['neg-time', 'neg-talk', 'grab', 'wheel']"
98,"I knew the field off the end of the runway was deep-plowed, rutted enough to tear off our landing gear and smash all 10 of us to pieces.",4.977,neutral,3.958,5.327,10 out of 12,"['know', 'field', 'end', 'runway', 'rut', 'tear', 'land', 'gear', 'smash', 'piece']"
99,"It should not have happened at that airspeed, but Number 10607 flew into the air.",5.762,neutral,3.882,5.58,5 out of 5,"['neg-happen', 'airspeed', 'number', 'fly', 'air']"
100,It was a miracle.,7.3,positive,5.52,5.26,1 out of 1,['miracle']
101,More miracles.,7.3,positive,5.52,5.26,1 out of 1,['miracle']
102,But now there was nothing.,N/A,N/A,N/A,N/A,0,
103,Only whiteness.,N/A,N/A,N/A,N/A,0,
104,We staggered.,3.42,negative,4.38,4.15,1 out of 1,['stagger']
105,Then a smashing downward jolt.,4.37,neutral,5.4799999999999995,4.83,3 out of 3,"['smash', 'downward', 'jolt']"
106,We'd hit the ground.,4.575,neutral,4.455,4.865,2 out of 2,"['hit', 'grind']"
107,Suddenly things were going too fast.,5.9350000000000005,neutral,4.1450000000000005,5.37,2 out of 4,"['thing', 'go']"
108,"A shuddering vibration swept the plane, like a rolling earthquake you feel but don't believe.",5.572222222222222,neutral,4.564444444444445,5.112222222222222,9 out of 9,"['shudder', 'vibration', 'sweep', 'plane', 'like', 'roll', 'earthquake', 'feel', 'believe']"
109,"Then freedom, a feeling of flight.",6.7,positive,4.64,6.066666666666666,3 out of 3,"['freedom', 'feel', 'flight']"
110,"Later we learned that we had indeed hit the ground off the end of the runway, falling hard enough to shake loose three 500-pound bombs, which crashed through the bomb bay doors and skidded along the ground underneath us without exploding.",4.573888888888889,neutral,4.401666666666666,4.705555555555556,18 out of 25,"['learn', 'hit', 'grind', 'end', 'runway', 'fall', 'hard', 'shake', 'loose', 'three', 'bomb', 'crash', 'bomb', 'bay', 'door', 'skid', 'grind', 'explode']"
111,It was the second miracle.,6.265000000000001,positive,4.5,5.305,2 out of 2,"['second', 'miracle']"
112,Again whiteness.,N/A,N/A,N/A,N/A,0,
113,"Scotty struggled to keep us climbing straight and level, only the instruments in front of him to help him.",5.715,neutral,3.9333333333333336,5.64,6 out of 10,"['struggle', 'keep', 'climb', 'level', 'instrument', 'help']"
114,"Truly, it was flying blind.",4.43,neutral,4.315,4.16,2 out of 3,"['fly', 'blind']"
115,"Suddenly, a black wall loomed up in front of us - trees.",5.7475000000000005,neutral,3.2,5.07,4 out of 7,"['black', 'wall', 'loom', 'tree']"
116,"The trees got blacker, higher, closer, like some great dark hand reaching out to enclose us.",6.482857142857143,positive,3.757142857142857,5.772857142857143,7 out of 12,"['tree', 'get', 'like', 'great', 'dark', 'hand', 'reach']"
117,We smashed right into the blackness.,5.273333333333333,neutral,5.093333333333333,6.053333333333334,3 out of 3,"['smash', 'right', 'blackness']"
118,"A scrape, a lurch, and amazingly we were out on the other side.",4.32,neutral,3.91,4.87,3 out of 4,"['scrape', 'lurch', 'side']"
119,"Again vibration, but we were still flying.",5.795,neutral,5.130000000000001,5.355,2 out of 3,"['vibration', 'fly']"
120,A third miracle.,6.15,positive,4.08,5.4350000000000005,2 out of 2,"['third', 'miracle']"
121,"I hardly dared even look at Scotty, afraid to break his tense concentration on the dashboard instruments that were helping to keep us alive in this whiteness.",5.2672727272727276,neutral,4.471818181818182,5.422727272727273,11 out of 16,"['dare', 'look', 'afraid', 'break', 'tense', 'concentration', 'dashboard', 'instrument', 'help', 'keep', 'alive']"
122,The worst was yet to come.,5.64,neutral,3.57,5.94,1 out of 3,['come']
123,The human senses are easily fooled.,5.366666666666667,neutral,4.0600000000000005,4.98,3 out of 4,"['human', 'sense', 'fool']"
124,It takes steely nerves to trust an inanimate instrument with your life when your body tells you that your plane is doing something that the instrument denies.,5.622727272727273,neutral,4.500909090909091,5.507272727272727,11 out of 13,"['take', 'nerve', 'trust', 'inanimate', 'instrument', 'life', 'body', 'tell', 'plane', 'instrument', 'deny']"
125,"You can be ""sure"" that you are going left when your instruments say that you are going straight ahead.",6.091666666666667,positive,4.331666666666667,6.03,6 out of 8,"['sure', 'go', 'leave', 'instrument', 'say', 'go']"
126,"We had just taken off at an impossible low speed, had hit the ground again, and had plowed through trees into opaque whiteness.",5.15625,neutral,4.20875,4.95375,8 out of 10,"['take', 'impossible', 'low', 'speed', 'hit', 'grind', 'plow', 'tree']"
127,"In all that turmoil, could Scotty continue to fly blind?",4.53,neutral,4.3675,4.6325,4 out of 6,"['turmoil', 'continue', 'fly', 'blind']"
128,Suddenly the fog lightened.,5.99,neutral,3.4050000000000002,4.75,2 out of 3,"['fog', 'lighten']"
129,Then it began to break up into patches alternating with sunshine.,5.988,neutral,3.84,5.05,5 out of 5,"['begin', 'break', 'patch', 'alternate', 'sunshine']"
130,But the light showed us something even more heart-stopping than the trees we had crashed through.,5.7375,neutral,3.71,5.16,4 out of 7,"['light', 'show', 'tree', 'crash']"
131,"We saw that we were now flying on our side, one wing pointing straight up to the sky and the other toward the ground beneath the fog.",5.724444444444445,neutral,3.6566666666666667,5.371111111111111,9 out of 12,"['saw', 'fly', 'side', 'one', 'wing', 'point', 'sky', 'grind', 'fog']"
132,We were slowly rolling over on our back at 120 miles an hour.,5.0775,neutral,3.325,5.4775,4 out of 5,"['roll', 'back', 'mile', 'hour']"
133,"In another 20 seconds we would dive into the earth, upside down.",5.945,neutral,4.03,5.6825,4 out of 6,"['second', 'would', 'dive', 'earth']"
134,"Perhaps only a pilot could appreciate the panic of breaking out of a solid cloud, where the eye sees no apparent movement, into racing cloud tufts where the world is turning upside down.",5.741428571428571,neutral,4.0042857142857144,5.405714285714286,14 out of 18,"['pilot', 'appreciate', 'panic', 'break', 'solid', 'cloud', 'eye', 'see', 'neg-apparent', 'neg-movement', 'race', 'cloud', 'world', 'turn']"
135,"Everything is reversed: To pull the wheel back is to go down, to push it forward is to go up.",5.64,neutral,4.077142857142857,5.454285714285715,7 out of 9,"['reverse', 'pull', 'wheel', 'back', 'go', 'push', 'go']"
136,"Left is right, right is left.",6.0,neutral,4.74,6.3149999999999995,4 out of 4,"['leave', 'right', 'right', 'leave']"
137,Scotty grappled with the controls for age-long seconds while we gradually righted ourselves.,5.66,neutral,4.413333333333333,5.993333333333333,3 out of 6,"['control', 'second', 'right']"
138,"Had the fog been only 100 feet deeper, two seconds deeper, we never could have recovered.",5.676,neutral,3.534,5.266,5 out of 9,"['fog', 'foot', 'two', 'second', 'recover']"
139,A fourth miracle.,7.3,positive,5.52,5.26,1 out of 2,['miracle']
140,All of this had happened in less than a minute - enough terror for an ordinary month of flying.,5.1066666666666665,neutral,4.156666666666666,4.8116666666666665,6 out of 8,"['happen', 'minute', 'terror', 'ordinary', 'month', 'fly']"
141,Scotty and I just looked at each other; there was little to say.,5.923333333333334,neutral,4.13,5.9799999999999995,3 out of 4,"['look', 'little', 'say']"
142,"Now we could think of our mission, so we continued the long climb up to our rendezvous point at 24,000 feet.",5.8185714285714285,neutral,3.9785714285714286,5.9399999999999995,7 out of 9,"['think', 'mission', 'continue', 'climb', 'rendezvous', 'point', 'foot']"
143,"One of the gunners called on the intercom, asking us to look back.",5.448571428571428,neutral,3.504285714285714,5.594285714285714,7 out of 8,"['one', 'gunner', 'call', 'intercom', 'ask', 'look', 'back']"
144,"We saw a pair of thousand-foot plumes of black smoke, coming out of the fog close together, back where we had just been.",5.0600000000000005,neutral,3.638888888888889,5.213333333333333,9 out of 10,"['saw', 'pair', 'plume', 'black', 'smoke', 'come', 'fog', 'close', 'back']"
145,Later we were to learn that the smoke was from the two lead planes we had followed onto the runway just a minute before; both had crashed off the end of the runway in that fog.,5.1241666666666665,neutral,4.1075,4.861666666666666,12 out of 14,"['learn', 'smoke', 'two', 'lead', 'plan', 'follow', 'runway', 'minute', 'crash', 'end', 'runway', 'fog']"
146,'Return to base'.,5.68,neutral,3.1,6.37,1 out of 1,['base']
147,We climbed through the sparkling winter sunshine toward the little specks we knew would be the command ships for the mission.,6.004545454545455,positive,4.19,5.485454545454545,11 out of 12,"['climb', 'sparkle', 'winter', 'sunshine', 'little', 'speck', 'know', 'would', 'command', 'ship', 'mission']"
148,We were determined to go on.,6.16,positive,4.77,6.21,2 out of 2,"['determine', 'go']"
149,The plane seemed to be all right despite what had happened.,5.9975000000000005,neutral,4.1450000000000005,5.5725,4 out of 5,"['plane', 'seem', 'right', 'happen']"
150,"But as soon as we approached the leader the radio came alive: ""Do you know your bomb bay doors are blown off?",5.795,neutral,4.266,5.619,10 out of 11,"['approach', 'leader', 'radio', 'come', 'alive', 'know', 'bomb', 'bay', 'door', 'blow']"
151,"Return to base"".",5.8149999999999995,neutral,3.1950000000000003,6.04,2 out of 2,"['return', 'base']"
152,"Astonished, we sent our chief engineer, Charles Cox, to look at the doors.",5.788333333333333,neutral,3.8716666666666666,5.89,6 out of 8,"['astonish', 'send', 'chief', 'engineer', 'look', 'door']"
153,"They were indeed gone, with a piece of torn aluminum flapping loose on one side.",5.1825,neutral,3.855,5.45125,8 out of 9,"['go', 'piece', 'tear', 'aluminum', 'flap', 'loose', 'one', 'side']"
154,"Three bombs had bounced off their shackles and disappeared, taking the bomb bay doors with them.",4.75625,neutral,4.35,4.88625,8 out of 9,"['three', 'bomb', 'bounce', 'disappear', 'take', 'bomb', 'bay', 'door']"
